prov_insc;cant_insc;parr_insc;mcap_bie;dur_mat;cau_div;nac_1;sexo_1;edad_1;hijos_1;p_etnica1;niv_inst1;nac_2;sexo_2;edad_2;hijos_2;p_etnica2;niv_inst2
Cañar;Azogues;Azogues; No;13;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;40;0;Mestizo; Primaria; Ecuatoriano;Mujer;37;1;Mestizo; Primaria
Cañar;Azogues;Azogues; No;22;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;45;0;Mestizo; Primaria; Ecuatoriano;Mujer;40;0;Mestizo; Primaria
Cañar;Azogues;Azogues; No;14;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;44;0;Mestizo; Primaria; Ecuatoriano;Mujer;49;1;Mestizo; Primaria
Cañar;Azogues;Azogues; No;5;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;30;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;25;0;Mestizo; Educación media o Bachillerato
Cañar;Azogues;Azogues; No;2;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;32;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;30;1;Mestizo; Educación media o Bachillerato
Cañar;Azogues;Azogues; No;4;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;31;0;Mestizo; Primaria; Ecuatoriano;Mujer;35;2;Mestizo; Primaria
Cañar;Azogues;Azogues; No;10;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;36;0;Mestizo; Primaria; Ecuatoriano;Mujer;39;2;Mestizo; Primaria
Cañar;Azogues;Azogues; No;16;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;36;0;Mestizo; Primaria; Ecuatoriano;Mujer;31;2;Mestizo; Primaria
Cañar;Azogues;Azogues; No;26;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;46;0;Mestizo; Primaria; Ecuatoriano;Mujer;41;0;Mestizo; Primaria
Cañar;Azogues;Azogues; No;41;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;62;0;Mestizo; Primaria; Ecuatoriano;Mujer;59;0;Mestizo; Primaria
Cañar;Azogues;Azogues; No;16;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;36;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;34;2;Mestizo; Educación media o Bachillerato
Cañar;Azogues;Azogues; No;22;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;43;0;Mestizo; Primaria; Ecuatoriano;Mujer;39;1;Mestizo; Primaria
Cañar;Azogues;Azogues; No;14;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;34;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;37;1;Mestizo; Educación media o Bachillerato
Cañar;Azogues;Azogues; No;4;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;28;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;23;1;Montubio; Educación media o Bachillerato
Cañar;Azogues;Azogues; No;0;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;36;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;31;0;Mestizo; Educación media o Bachillerato
Cañar;Azogues;Azogues; No;28;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;47;0;Mestizo; Primaria; Ecuatoriano;Mujer;46;0;Mestizo; Primaria
Cañar;Azogues;Azogues; No;18;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;42;0;Mestizo; Primaria; Ecuatoriano;Mujer;38;2;Mestizo; Primaria
Cañar;Azogues;Azogues; No;4;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;38;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;42;2;Mestizo; Educación media o Bachillerato
Cañar;Azogues;Azogues; No;28;Los tratos crueles o violencia contra la mujer o miembros del núcleo familiar; Ecuatoriano;Hombre;54;0;Mestizo; Primaria; Ecuatoriano;Mujer;43;2;Mestizo; Primaria
Cañar;Azogues;Azogues; No;7;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;40;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;32;1;Mestizo; Educación media o Bachillerato
Cañar;Azogues;Azogues; No;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;30;0;Mestizo; Primaria; Ecuatoriano;Mujer;28;2;Mestizo; Primaria
Cañar;Azogues;Azogues; No;28;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;54;0;Mestizo; Primaria; Ecuatoriano;Mujer;49;0;Mestizo; Primaria
Cañar;Azogues;Azogues; No;14;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;34;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;36;3;Mestizo; Superior Universitario
Cañar;Azogues;Azogues; No;13;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;35;0;Sin información; Primaria; Ecuatoriano;Mujer;30;1;Mestizo; Primaria
Cañar;Azogues;Azogues; No;29;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;55;0;Mestizo; Primaria; Ecuatoriano;Mujer;54;1;Mestizo; Primaria
Cañar;Azogues;Azogues; No;19;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;45;0;Mestizo; Primaria; Ecuatoriano;Mujer;38;3;Mestizo; Primaria
Cañar;Azogues;Azogues; No;1;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;33;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;32;0;Mestizo; Educación media o Bachillerato
Cañar;Azogues;Azogues; No;39;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;61;0;Mestizo; Primaria; Ecuatoriano;Mujer;57;0;Mestizo; Primaria
Cañar;Azogues;Azogues; No;46;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;66;0;Mestizo; Primaria; Ecuatoriano;Mujer;64;0;Mestizo; Primaria
Cañar;Azogues;Azogues; No;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;31;0;Mestizo; Primaria; Ecuatoriano;Mujer;30;1;Mestizo; Primaria
Cañar;Azogues;Azogues; No;34;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;56;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;56;0;Mestizo; Educación media o Bachillerato
Cañar;Azogues;Azogues; No;54;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;79;0;Mestizo; Primaria; Ecuatoriano;Mujer;73;0;Mestizo; Primaria
Cañar;Azogues;Azogues; No;10;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;29;0;Mestizo; Primaria; Ecuatoriano;Mujer;26;3;Mestizo; Primaria
Cañar;Azogues;Azogues; No;11;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;31;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;30;1;Mestizo; Superior Universitario
Cañar;Azogues;Azogues; No;18;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;34;0;Mestizo; Primaria; Ecuatoriano;Mujer;39;1;Mestizo; Primaria
Cañar;Azogues;Azogues; No;24; Sin información; Ecuatoriano;Hombre;42;0;Sin información; Primaria; Ecuatoriano;Mujer;41;0;Mestizo; Primaria
Cañar;Azogues;Azogues; No;3;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;26;0;Mestizo; Primaria; Ecuatoriano;Mujer;25;1;Mestizo; Primaria
Cañar;Azogues;Azogues; No;32;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;52;0;Mestizo; Primaria; Ecuatoriano;Mujer;51;0;Mestizo; Primaria
Cañar;Azogues;Azogues; Sin información;7;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;29;0;Mestizo; Primaria; Ecuatoriano;Mujer;23;0;Mestizo; Primaria
Cañar;Azogues;Azogues; No;29;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;48;0;Mestizo; Primaria; Ecuatoriano;Mujer;47;1;Mestizo; Primaria
Cañar;Azogues;Azogues; No;21;Las amenazas graves de un cónyuge contra la vida del otro; Ecuatoriano;Hombre;52;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;51;0;Mestizo; Educación media o Bachillerato
Cañar;Azogues;Azogues; No;17;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;38;0;Mestizo; Primaria; Ecuatoriano;Mujer;35;1;Mestizo; Primaria
Cañar;Azogues;Azogues; No;34;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;54;0;Mestizo; Jardín de Infantes; Ecuatoriano;Mujer;52;0;Mestizo; Primaria
Cañar;Azogues;Azogues; No;10;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;31;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;29;2;Mestizo; Educación media o Bachillerato
Cañar;Azogues;Azogues; No;4;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;32;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;34;3;Mestizo; Educación media o Bachillerato
Cañar;Azogues;Azogues; No;9;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;38;0;Mestizo; Primaria; Ecuatoriano;Mujer;30;2;Mestizo; Educación media o Bachillerato
Cañar;Azogues;Azogues; No;44;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;69;0;Mestizo; Primaria; Ecuatoriano;Mujer;64;0;Mestizo; Primaria
Cañar;Azogues;Azogues; Sin información;22;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;65;0;Mestizo; Primaria; Ecuatoriano;Mujer;68;0;Mestizo; Primaria
Cañar;Azogues;Azogues; No;18;Los tratos crueles o violencia contra la mujer o miembros del núcleo familiar; Ecuatoriano;Hombre;40;0;Mestizo; Primaria; Ecuatoriano;Mujer;39;1;Mestizo; Primaria
Cañar;Azogues;Azogues; No;18;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;40;0;Mestizo; Primaria; Ecuatoriano;Mujer;41;0;Mestizo; Primaria
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial; No;20;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;38;0;Indígena; Educación media / Bachillerato; Ecuatoriano;Mujer;40;4;Indígena; Educación media o Bachillerato
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial; No;15;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;37;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;39;3;Mestizo; Educación media o Bachillerato
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial; No;30;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;56;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;53;0;Mestizo; Superior Universitario
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial; No;18;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;46;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;47;0;Mestizo; Educación media o Bachillerato
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial; No;2;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;33;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;25;0;Mestizo; Superior no Universitario
Morona Santiago;Morona;Macas, cabecera cantonal y capital provincial; No;13;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;41;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;40;0;Mestizo; Educación media o Bachillerato
Cañar;Azogues;Azogues; No;11;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;51;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;59;0;Mestizo; Primaria
Cañar;Azogues;Azogues; No;17;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;34;0;Indígena; Primaria; Ecuatoriano;Mujer;37;1;Indígena; Primaria
Cañar;Azogues;Azogues; No;4;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;27;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;30;1;Mestizo; Educación media o Bachillerato
Cañar;Azogues;Azogues; No;23;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;58;0;Mestizo; Primaria; Ecuatoriano;Mujer;44;2;Mestizo; Primaria
Cañar;Azogues;Azogues; No;4;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;27;0;Mestizo; Primaria; Ecuatoriano;Mujer;27;2;Mestizo; Primaria
Morona Santiago;Gualaquiza;Gualaquiza; No;19;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;42;1;Indígena; Primaria; Ecuatoriano;Mujer;38;1;Mestizo; Primaria
Morona Santiago;Gualaquiza;Gualaquiza; No;26;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;51;0;Indígena; Primaria; Ecuatoriano;Mujer;50;1;Indígena; Primaria
Morona Santiago;Gualaquiza;Gualaquiza; No;4;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;31;0;Mestizo; Secundaria; Ecuatoriano;Mujer;30;0;Mestizo; Secundaria
Morona Santiago;Gualaquiza;Gualaquiza; No;29;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;51;0;Mestizo; Primaria; Ecuatoriano;Mujer;46;1;Mestizo; Primaria
Morona Santiago;Gualaquiza;Gualaquiza; No;4;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;44;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;39;0;Mestizo; Educación media o Bachillerato
Morona Santiago;Santiago;Santiago de Méndez, cabecera cantonal; No;24;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;58;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;47;0;Indígena; Educación Básica
Morona Santiago;Santiago;Santiago de Méndez, cabecera cantonal; No;55;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;77;0;Mestizo; Primaria; Ecuatoriano;Mujer;73;0;Mestizo; Primaria
Morona Santiago;Sucúa;Sucúa, cabecera cantonal; No;19;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;53;0;Mestizo; Primaria; Ecuatoriano;Mujer;48;0;Mestizo; Primaria
Morona Santiago;Sucúa;Sucúa, cabecera cantonal; No;6;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;54;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;38;2;Mestizo; Educación Básica
Zamora Chinchipe;Zamora;Zamora; No;0;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;32;0;Mestizo; Superior no Universitario; Ecuatoriano;Mujer;39;0;Mestizo; Superior no Universitario
Zamora Chinchipe;Zamora;Zamora; No;15;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial; Ecuatoriano;Hombre;51;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;45;1;Mestizo; Superior Universitario
Zamora Chinchipe;Zamora;Zamora; No;11;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;32;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;27;1;Mestizo; Educación media o Bachillerato
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal; No;17;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;43;0;Mestizo; Primaria; Ecuatoriano;Mujer;36;1;Mestizo; Secundaria
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal; No;17;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;41;0;Mestizo; Primaria; Ecuatoriano;Mujer;38;1;Mestizo; Secundaria
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal; No;4;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;37;0;Mestizo; Secundaria; Ecuatoriano;Mujer;48;0;Mestizo; Superior Universitario
Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal; No;11;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;30;0;Mestizo; Primaria; Ecuatoriano;Mujer;32;2;Mestizo; Superior Universitario
Zamora Chinchipe;El Pangui;El Pangui, cabecera cantonal; No;2;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;23;0;Mestizo; Secundaria; Ecuatoriano;Mujer;25;1;Mestizo; Secundaria
Zamora Chinchipe;El Pangui;El Pangui, cabecera cantonal; No;15;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;38;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;37;1;Mestizo; Superior Universitario
Zamora Chinchipe;El Pangui;El Pangui, cabecera cantonal; No;13;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;44;0;Indígena; Primaria; Ecuatoriano;Mujer;54;2;Indígena; Primaria
Zamora Chinchipe;Zamora;Zamora; No;28;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;51;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;48;1;Mestizo; Educación media o Bachillerato
Morona Santiago;Palora;Palora (Metzera),cabecera cantonal; No;28;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;60;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;61;0;Mestizo; Educación Básica
Azuay;Cuenca;El Batán; No;7;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;24;0;Mestizo; Secundaria; Ecuatoriano;Mujer;28;2;Mestizo; Secundaria
Azuay;Cuenca;El Batán; No;2;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;30;0;Mestizo; Superior no Universitario; Ecuatoriano;Mujer;24;1;Mestizo; Secundaria
Azuay;Cuenca;El Batán; No;20;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;41;0;Mestizo; Secundaria; Ecuatoriano;Mujer;41;2;Montubio; Secundaria
Azuay;Cuenca;El Batán; No;21; Sin información; Ecuatoriano;Hombre;40;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;38;2;Mestizo; Educación media o Bachillerato
Azuay;Cuenca;El Batán; No;19;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;47;0;Mestizo; Superior no Universitario; Ecuatoriano;Mujer;47;1;Mestizo; Superior Universitario
Azuay;Cuenca;El Batán; No;5;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;54;0;Mulato; Secundaria; Ecuatoriano;Mujer;53;0;Montubio; Secundaria
Zamora Chinchipe;El Pangui;El Pangui, cabecera cantonal; No;4;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;34;0;Mestizo; Secundaria; Ecuatoriano;Mujer;33;1;Mestizo; Secundaria
Azuay;Cuenca;El Batán; No;9;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;44;0;Mestizo; Superior no Universitario; Ecuatoriano;Mujer;37;2;Mestizo; Superior no Universitario
Azuay;Cuenca;El Batán; No;11; Sin información; Ecuatoriano;Hombre;40;2;Mestizo; Secundaria; Ecuatoriano;Mujer;32;2;Mestizo; Secundaria
Azuay;Cuenca;El Batán; No;2;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;32;0;Mestizo; Superior no Universitario; Ecuatoriano;Mujer;34;0;Mestizo; Educación media o Bachillerato
Azuay;Cuenca;El Batán; No;5; Sin información; Ecuatoriano;Hombre;30;0;Mestizo; Secundaria; Ecuatoriano;Mujer;29;2;Mestizo; Superior Universitario
Azuay;Cuenca;El Batán; Sin información;28;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;47;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;50;0;Mestizo; Educación Básica
Azuay;Cuenca;El Batán; No;14;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;36;2;Mestizo; Secundaria; Ecuatoriano;Mujer;37;0;Mestizo; Secundaria
Azuay;Cuenca;El Batán; No;5;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;45;0;Mestizo; Secundaria; Ecuatoriano;Mujer;34;0;Mestizo; Secundaria
Azuay;Cuenca;El Batán; No;15;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;53;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;39;2;Mestizo; Superior Universitario
Azuay;Cuenca;El Batán; No;1;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;24;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;23;0;Mestizo; Superior Universitario
Azuay;Cuenca;El Batán; No;7;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;30;0;Mestizo; Primaria; Ecuatoriano;Mujer;31;1;Mestizo; Secundaria
Azuay;Cuenca;El Batán; Sin información;9;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;38;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;41;1;Mestizo; Educación Básica
Azuay;Cuenca;El Batán; No;39;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;57;0;Mestizo; Primaria; Ecuatoriano;Mujer;61;0;Mestizo; Primaria
Azuay;Cuenca;El Batán; No;4;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;26;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;26;0;Mestizo; Superior Universitario
Azuay;Cuenca;El Batán; No;21;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;52;1;Mestizo; Superior Universitario; Ecuatoriano;Mujer;49;0;Mestizo; Superior Universitario
Azuay;Cuenca;El Batán; Sin información;4;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;34;0;Mestizo; Superior no Universitario; Ecuatoriano;Mujer;27;0;Mestizo; Superior Universitario
Azuay;Cuenca;El Batán; No;2;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;22;0;Blanco; Educación media / Bachillerato; Ecuatoriano;Mujer;22;1;Blanco; Educación media o Bachillerato
Azuay;Cuenca;El Batán; Sin información;2;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;38;0;Indígena; Educación Básica; Ecuatoriano;Mujer;22;0;Sin información; Educación Básica
Azuay;Cuenca;El Batán; No;10;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;39;0;Mestizo; Superior no Universitario; Ecuatoriano;Mujer;33;1;Mestizo; Superior no Universitario
Azuay;Cuenca;El Batán; No;15;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;39;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;44;1;Mestizo; Educación media o Bachillerato
Azuay;Cuenca;El Batán; No;14;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;38;0;Mestizo; Superior no Universitario; Ecuatoriano;Mujer;36;2;Mestizo; Secundaria
Azuay;Cuenca;El Batán; No;16;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;41;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;35;1;Mestizo; Superior Universitario
Azuay;Cuenca;El Batán; Sin información;2;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;24;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;27;2;Mestizo; Educación media o Bachillerato
Azuay;Cuenca;El Batán; Sin información;4;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;64;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;62;0;Mestizo; Superior Universitario
Azuay;Cuenca;El Batán; No;13;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;36;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;36;2;Mestizo; Posgrado
Azuay;Cuenca;El Batán; No;8;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;36;0;Mestizo; Educación media / Bachillerato; Ecuatoriano;Mujer;37;2;Mestizo; Superior Universitario
Azuay;Cuenca;El Batán; No;0;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;37;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;32;0;Mestizo; Educación media o Bachillerato
Azuay;Cuenca;El Batán; No;1;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;26;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;26;0;Mestizo; Superior Universitario
Azuay;Cuenca;San Blas; Sin información;5;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;58;0;Mestizo; Secundaria; Ecuatoriano;Mujer;41;0;Mestizo; Secundaria
Azuay;Cuenca;El Batán; No;10;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos; Ecuatoriano;Hombre;27;0;Indígena; Primaria; Ecuatoriano;Mujer;25;1;Indígena; Primaria
Azuay;Cuenca;El Batán; No;0;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;25;1;Mestizo; Secundaria; Ecuatoriano;Mujer;21;2;Mestizo; Educación media o Bachillerato
Azuay;Cuenca;El Batán; No;11;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;39;3;Mestizo; Secundaria; Ecuatoriano;Mujer;35;0;Mestizo; Primaria
Azuay;Cuenca;El Batán; Si;18;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;51;0;Montubio; Secundaria; Ecuatoriano;Mujer;49;0;Mulato; Secundaria
Azuay;Cuenca;El Batán; No;24;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;48;0;Mestizo; Secundaria; Ecuatoriano;Mujer;46;1;Mestizo; Secundaria
Azuay;Cuenca;El Batán; No;6;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;28;0;Mestizo; Secundaria; Ecuatoriano;Mujer;28;0;Mestizo; Secundaria
Azuay;Cuenca;El Batán; No;19;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;41;0;Mestizo; Superior no Universitario; Ecuatoriano;Mujer;36;3;Mestizo; Educación media o Bachillerato
Azuay;Cuenca;El Batán; No;4;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;41;0;Mestizo; Superior Universitario; Ecuatoriano;Mujer;30;0;Mestizo; Superior Universitario
Azuay;Cuenca;El Batán; No;10;Por mutuo consentimiento vía judicial; Ecuatoriano;Hombre;37;0;Mestizo; Secundaria; Ecuatoriano;Mujer;35;1;Mestizo; Primaria
Azuay;Cuenca;El Batán; No;6;Por mutuo consentimiento vía notarial; Ecuatoriano;Hombre;31;0;Mestizo; Educación Básica; Ecuatoriano;Mujer;29;3;Mestizo; Secundaria
